routes,path_len,providers_per_rule,prefix_rules,origin_diversity_pct,generated_prefix_rules,distinct_origins,case,wall_us_mean,wall_us_ci95,total_ns_mean,total_ns_ci95,total_us_mean,total_us_ci95,calls_mean,calls_ci95,avg_ns_mean,avg_ns_ci95,rss_kb_mean,rss_kb_ci95,user_us_mean,user_us_ci95,sys_us_mean,sys_us_ci95,minflt_mean,minflt_ci95,majflt_mean,majflt_ci95,nvcsw_mean,nvcsw_ci95,nivcsw_mean,nivcsw_ci95,delta_total_ns_pct_vs_original,delta_wall_pct_vs_original,delta_total_pct_vs_original,delta_avg_ns_pct_vs_original,delta_rss_pct_vs_original,delta_user_pct_vs_original,delta_sys_pct_vs_original
10000,4,10,64,10,64000,1000,trie-miss,37554.0,952.64,29479473.2,812103.26,29478.9,811.99,10000.0,0.0,2947.5,81.21,88483.2,38.9,177466.9,12029.53,54192.7,14201.68,21848.0,0.67,0.0,0.0,0.1,0.23,2.3,2.08,1174.51,327.13,1174.76,1176.53,278.90,409.15,231.86
10000,4,10,64,20,128000,2000,hybrid-global,10522.5,193.66,3340958.8,115692.55,3340.3,115.62,10000.0,0.0,333.4,11.48,27243.2,45.82,40611.4,4826.04,19311.7,4994.31,6331.6,1.18,0.0,0.0,0.4,0.6,5.4,10.72,10.06,-0.86,10.06,10.03,7.42,-14.33,35.02
10000,4,10,64,20,128000,2000,hybrid-hit,51254.0,5178.26,41069570.9,4693078.2,41069.1,4693.08,10000.0,0.0,4106.5,469.39,122497.2,79.4,355207.5,21749.18,81614.8,9463.94,30553.3,0.96,0.0,0.0,0.2,0.3,5.8,2.97,1252.97,382.90,1253.18,1255.28,383.00,649.30,470.63
10000,4,10,64,20,128000,2000,hybrid-miss,46843.2,3598.62,37152082.1,3209151.49,37151.7,3209.13,10000.0,0.0,3714.6,320.99,122530.4,43.29,341504.4,12572.38,67116.0,8741.57,30552.5,0.7,0.0,0.0,0.1,0.23,10.4,13.06,1123.92,341.35,1124.11,1125.94,383.13,620.40,369.25
10000,4,10,64,20,128000,2000,original-global,10613.7,1377.87,3035502.3,346117.92,3035.0,346.02,10000.0,0.0,303.0,34.55,25362.0,82.32,47405.0,6711.9,14302.7,3898.46,5875.0,0.83,0.0,0.0,0.0,0.0,0.5,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,64,20,128000,2000,linear-global,10020.3,519.57,2961618.0,155838.52,2961.1,155.87,10000.0,0.0,295.6,15.63,26318.0,67.21,44768.3,5632.66,14579.8,5743.13,6094.9,0.71,0.0,0.0,0.0,0.0,11.2,22.35,-2.43,-5.59,-2.43,-2.44,3.77,-5.56,1.94
10000,4,10,64,20,128000,2000,linear-hit,46977.0,1984.61,37702637.6,1917539.16,37702.1,1917.65,10000.0,0.0,3769.8,191.71,121596.8,37.62,353123.5,12543.18,65485.7,11145.19,30315.2,0.74,0.0,0.0,0.0,0.0,9.5,12.29,1142.06,342.61,1142.24,1144.16,379.44,644.91,357.86
10000,4,10,64,20,128000,2000,linear-miss,48029.1,1628.71,38627995.1,1492348.54,38627.4,1492.4,10000.0,0.0,3862.3,149.3,121593.2,60.56,348319.7,14422.28,73596.9,14334.91,30315.7,0.76,0.0,0.0,0.0,0.0,7.4,8.95,1172.54,352.52,1172.73,1174.69,379.43,634.77,414.57
10000,4,10,64,20,128000,2000,trie-global,10751.5,330.34,3654535.7,156893.7,3654.1,156.9,10000.0,0.0,365.0,15.7,27051.6,73.66,45704.7,4748.35,16148.7,5009.16,6303.0,0.75,0.0,0.0,0.1,0.23,6.9,12.28,20.39,1.30,20.40,20.46,6.66,-3.59,12.91
10000,4,10,64,20,128000,2000,trie-hit,76042.5,5715.6,64981983.2,5103662.9,64981.4,5103.6,10000.0,0.0,6497.6,510.35,155418.4,65.26,369434.0,17893.16,94642.2,16746.76,38766.2,1.0,0.0,0.0,0.0,0.0,9.4,7.68,2040.73,616.46,2041.07,2044.42,512.80,679.31,561.71
10000,4,10,64,20,128000,2000,trie-miss,74484.6,8382.47,63552850.7,6973715.92,63552.4,6973.75,10000.0,0.0,6354.7,697.48,155392.0,55.55,358771.9,25418.37,108092.0,17282.53,38766.3,0.48,0.0,0.0,0.1,0.23,20.3,29.16,1993.65,601.78,1993.98,1997.26,512.70,656.82,655.75
10000,4,10,64,30,192000,3000,hybrid-global,11404.8,213.18,3763189.6,81105.91,3762.7,81.06,10000.0,0.0,375.7,8.14,30178.4,49.05,47839.2,4934.23,19945.4,5065.55,7071.2,0.3,0.0,0.0,0.0,0.0,1.0,1.58,28.64,10.50,28.65,28.66,10.14,-4.88,35.48
10000,4,10,64,30,192000,3000,hybrid-hit,51252.2,1500.13,40175559.1,1386329.83,40175.1,1386.35,10000.0,0.0,4016.9,138.72,173006.8,28.04,511993.9,17787.09,100792.1,17588.72,43361.8,0.56,0.0,0.0,0.0,0.0,8.1,3.24,1273.40,396.59,1273.60,1275.65,531.41,918.05,584.65
10000,4,10,64,30,192000,3000,hybrid-miss,50250.1,1456.81,39276539.6,1264091.57,39276.1,1264.18,10000.0,0.0,3927.2,126.58,172977.6,86.76,522216.7,23505.89,94202.8,14731.8,43362.2,0.74,0.0,0.0,0.0,0.0,10.5,6.08,1242.66,386.88,1242.86,1244.93,531.31,938.38,539.89
10000,4,10,64,30,192000,3000,original-global,10320.8,142.76,2925267.6,76739.58,2924.8,76.67,10000.0,0.0,292.0,7.64,27400.0,79.73,50291.5,5026.36,14721.7,5013.34,6404.9,0.71,0.0,0.0,0.0,0.0,0.9,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,64,30,192000,3000,linear-global,10939.9,583.89,3369632.0,331898.93,3369.3,332.01,10000.0,0.0,336.4,33.22,28854.4,77.27,50758.2,5340.53,17796.0,5954.76,6734.8,0.66,0.0,0.0,0.0,0.0,1.6,1.18,15.19,6.00,15.20,15.21,5.31,0.93,20.88
10000,4,10,64,30,192000,3000,linear-hit,58307.6,6994.41,46518960.1,6195905.89,46518.6,6196.03,10000.0,0.0,4651.4,619.63,171612.8,52.24,549761.8,31043.4,107068.0,13902.5,43026.7,0.76,0.0,0.0,0.0,0.0,8.3,11.33,1490.25,464.95,1490.49,1492.95,526.32,993.15,627.28
10000,4,10,64,30,192000,3000,linear-miss,58171.5,7005.31,46396801.7,6197586.55,46396.4,6197.56,10000.0,0.0,4639.2,619.71,171520.0,75.38,543716.6,33580.68,114011.3,23686.68,43026.3,1.12,0.0,0.0,0.1,0.23,4.1,2.4,1486.07,463.63,1486.31,1488.77,525.99,981.13,674.44
10000,4,10,64,30,192000,3000,trie-global,11612.3,943.24,3958587.5,334139.16,3958.2,334.04,10000.0,0.0,395.3,33.43,29946.8,74.79,55132.1,9806.88,17867.5,6857.19,7022.9,1.19,0.0,0.0,0.1,0.23,3.1,4.63,35.32,12.51,35.33,35.38,9.29,9.63,21.37
10000,4,10,64,30,192000,3000,trie-hit,111044.0,9839.33,97051710.7,8391169.6,97051.3,8391.07,10000.0,0.0,9704.7,839.06,222292.0,44.94,588065.3,36589.33,144306.1,23105.65,55679.3,0.68,0.0,0.0,0.0,0.0,17.3,16.74,3217.70,975.92,3218.22,3223.53,711.28,1069.31,880.23
10000,4,10,64,30,192000,3000,trie-miss,107054.9,6202.29,93534055.5,5676919.91,93533.6,5676.8,10000.0,0.0,9352.9,567.69,222279.6,49.55,572966.8,30503.84,139063.4,21079.77,55678.8,0.81,0.0,0.0,0.1,0.23,5.9,3.38,3097.45,937.27,3097.95,3103.05,711.24,1039.29,844.62
10000,4,10,64,40,256000,4000,hybrid-global,12577.2,361.98,4502190.4,177522.68,4501.8,177.58,10000.0,0.0,449.8,17.7,33084.8,35.93,56638.0,5252.43,18839.8,4842.66,7795.1,0.79,0.0,0.0,0.0,0.0,2.3,2.9,42.30,12.39,42.31,42.39,12.24,-2.95,15.56
10000,4,10,64,40,256000,4000,hybrid-hit,60854.0,4220.6,46252094.8,3269225.95,46251.7,3269.1,10000.0,0.0,4624.7,326.99,223436.8,61.76,718092.8,32315.73,145046.7,17172.95,56168.4,0.77,0.0,0.0,0.1,0.23,32.2,47.8,1361.93,443.79,1362.13,1363.98,658.02,1130.52,789.73
10000,4,10,64,40,256000,4000,hybrid-miss,60860.7,2321.17,46388076.5,1753242.24,46387.7,1753.28,10000.0,0.0,4638.4,175.35,223521.6,52.71,737220.2,17901.89,121403.5,11913.24,56168.9,0.86,0.0,0.0,0.1,0.23,20.0,24.85,1366.23,443.85,1366.43,1368.31,658.31,1163.30,644.70
10000,4,10,64,40,256000,4000,original-global,11190.7,1513.59,3163770.1,365823.66,3163.3,365.81,10000.0,0.0,315.9,36.6,29476.4,62.62,58356.7,11448.83,16302.4,5595.92,6923.8,0.74,0.0,0.0,0.0,0.0,0.2,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,64,40,256000,4000,linear-global,11290.2,380.82,3581242.2,244564.18,3580.8,244.65,10000.0,0.0,357.6,24.38,31269.6,74.04,53428.8,5191.16,21258.9,5772.48,7363.6,0.84,0.0,0.0,0.0,0.0,1.2,1.3,13.20,0.89,13.20,13.20,6.08,-8.44,30.40
10000,4,10,64,40,256000,4000,linear-hit,59070.6,6017.08,45289352.1,5042358.41,45288.8,5042.36,10000.0,0.0,4528.3,504.15,221609.6,75.68,719972.5,30805.53,133525.5,15297.59,55737.1,0.92,0.0,0.0,0.2,0.3,10.1,4.81,1331.50,427.85,1331.69,1333.46,651.82,1133.74,719.05
10000,4,10,64,40,256000,4000,linear-miss,58532.0,5484.86,44741847.5,4668162.25,44741.2,4668.24,10000.0,0.0,4473.6,466.82,221666.8,65.2,722843.8,46615.66,142743.0,27153.81,55737.8,0.88,0.0,0.0,0.0,0.0,29.1,45.64,1314.19,423.04,1314.38,1316.14,652.01,1138.66,775.60
10000,4,10,64,40,256000,4000,trie-global,12232.7,184.8,4402547.8,112142.24,4402.0,112.17,10000.0,0.0,439.8,11.31,32766.4,65.42,58332.6,3706.02,16418.2,3464.07,7732.3,0.76,0.0,0.0,0.1,0.23,1.3,1.07,39.16,9.31,39.16,39.22,11.16,-0.04,0.71
10000,4,10,64,40,256000,4000,trie-hit,133009.3,1793.21,116794475.6,1518520.55,116793.9,1518.41,10000.0,0.0,11678.9,151.87,289136.4,44.68,748397.2,19241.19,177878.1,15842.59,72590.9,0.63,0.0,0.0,0.0,0.0,6.3,2.52,3591.62,1088.57,3592.15,3597.02,880.91,1182.45,991.12
10000,4,10,64,40,256000,4000,trie-miss,130847.7,6205.57,115022607.0,5963789.32,115022.1,5963.79,10000.0,0.0,11501.7,596.49,289146.0,56.97,755358.8,14409.94,166348.6,17078.16,72591.9,0.71,0.0,0.0,0.0,0.0,6.7,4.08,3535.62,1069.25,3536.14,3540.93,880.94,1194.38,920.39
10000,4,10,64,50,320000,5000,hybrid-global,13659.9,595.72,4831698.4,264383.75,4831.2,264.32,10000.0,0.0,482.8,26.41,36072.0,40.17,62675.0,4846.33,19367.7,4375.31,8538.8,0.56,0.0,0.0,0.0,0.0,4.9,7.62,46.38,20.33,46.39,46.53,14.06,10.37,-0.82
10000,4,10,64,50,320000,5000,hybrid-hit,64406.4,1813.5,47561799.5,1453046.86,47561.4,1452.99,10000.0,0.0,4755.6,145.44,273760.4,34.05,928251.5,18973.96,158712.7,13750.42,68968.0,0.75,0.0,0.0,0.0,0.0,8.5,4.91,1340.95,467.33,1341.12,1343.28,765.61,1534.64,712.77
10000,4,10,64,50,320000,5000,hybrid-miss,63234.9,1244.33,46467681.1,1016714.34,46467.2,1016.82,10000.0,0.0,4646.4,101.7,273787.2,72.67,918688.3,18857.73,168791.2,17509.11,68967.9,0.98,0.0,0.0,0.0,0.0,9.6,4.77,1307.80,457.01,1307.97,1310.14,765.69,1517.80,764.39
10000,4,10,64,50,320000,5000,original-global,11352.5,197.36,3300723.5,132542.32,3300.3,132.6,10000.0,0.0,329.5,13.23,31626.4,92.19,56786.2,4504.94,19527.3,4003.02,7459.9,1.14,0.0,0.0,0.0,0.0,0.3,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,64,50,320000,5000,linear-global,12262.6,419.74,3922714.5,200716.77,3922.1,200.8,10000.0,0.0,392.0,19.99,33840.8,65.15,60318.7,6962.22,21648.4,6110.44,8010.6,0.77,0.0,0.0,0.0,0.0,1.6,1.91,18.84,8.02,18.84,18.97,7.00,6.22,10.86
10000,4,10,64,50,320000,5000,linear-hit,61461.1,1224.7,44830164.2,1017166.28,44829.7,1017.24,10000.0,0.0,4482.4,101.7,271738.0,64.49,919401.3,23662.75,169798.3,13349.41,68439.7,0.68,0.0,0.0,0.0,0.0,75.1,120.49,1258.19,441.39,1258.35,1260.36,759.21,1519.06,769.54
10000,4,10,64,50,320000,5000,linear-miss,62056.9,942.97,45370673.2,799992.74,45370.1,800.0,10000.0,0.0,4536.5,79.95,271684.4,73.54,938351.8,18438.8,159971.2,18356.84,68439.5,0.61,0.0,0.0,0.0,0.0,16.2,10.86,1274.57,446.64,1274.73,1276.78,759.04,1552.43,719.22
10000,4,10,64,50,320000,5000,trie-global,13377.0,376.89,5069453.3,269699.77,5069.0,269.74,10000.0,0.0,506.5,26.93,35570.8,70.42,58857.3,6481.56,23765.6,6200.68,8461.5,0.91,0.0,0.0,0.1,0.23,3.1,5.52,53.59,17.83,53.59,53.72,12.47,3.65,21.70
10000,4,10,64,50,320000,5000,trie-hit,163968.6,3824.75,143799645.2,2820893.37,143799.1,2821.01,10000.0,0.0,14379.3,282.23,355955.2,63.92,983543.7,37504.13,223033.5,19213.91,89497.0,0.75,0.0,0.0,0.0,0.0,31.3,29.99,4256.61,1344.34,4257.15,4263.98,1025.50,1632.01,1042.16
10000,4,10,64,50,320000,5000,trie-miss,159156.7,2181.54,139714056.8,1484958.57,139713.5,1484.98,10000.0,0.0,13970.9,148.58,356051.2,38.0,968201.6,28481.2,216448.7,18295.56,89497.6,0.84,0.0,0.0,0.3,0.48,24.9,35.32,4132.83,1301.95,4133.36,4140.03,1025.80,1604.99,1008.44
10000,4,10,64,60,384000,6000,hybrid-global,14926.1,1345.82,6027359.6,913151.38,6026.8,913.14,10000.0,0.0,602.3,91.32,38908.4,45.31,68886.4,6886.36,22049.6,5922.85,9315.6,0.6,0.0,0.0,0.0,0.0,3.5,3.7,54.82,21.98,54.83,54.87,15.51,-0.57,5.39
10000,4,10,64,60,384000,6000,hybrid-hit,75164.3,5765.27,52441476.8,4287590.32,52440.8,4287.67,10000.0,0.0,5243.7,428.83,324272.8,44.95,1226493.3,55262.98,233043.2,44255.94,81786.2,0.74,0.0,0.0,0.0,0.0,38.2,55.8,1247.04,514.26,1247.23,1248.34,862.71,1670.29,1013.82
10000,4,10,64,60,384000,6000,hybrid-miss,71692.4,2291.99,50270929.8,1515583.1,50270.5,1515.64,10000.0,0.0,5026.7,151.49,324256.0,86.77,1182813.8,36904.4,201204.7,28479.6,81786.6,1.18,0.0,0.0,0.0,0.0,21.9,17.09,1191.29,485.89,1191.47,1192.54,862.66,1607.25,861.65
10000,4,10,64,60,384000,6000,original-global,12236.5,591.24,3893084.2,381049.76,3892.5,381.11,10000.0,0.0,388.9,38.17,33683.2,59.54,69281.9,8362.41,20922.9,4953.86,8025.8,0.88,0.0,0.0,0.0,0.0,0.4,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,64,60,384000,6000,linear-global,12527.1,568.05,4263118.7,338210.76,4262.5,338.16,10000.0,0.0,425.8,33.74,36414.0,80.78,65392.0,4393.45,23350.0,3557.85,8689.8,1.06,0.0,0.0,0.0,0.0,2.1,2.81,9.50,2.37,9.51,9.49,8.11,-5.61,11.60
10000,4,10,64,60,384000,6000,linear-hit,67975.2,2180.32,47268598.5,1562873.88,47268.1,1563.0,10000.0,0.0,4726.4,156.32,321792.4,76.77,1189239.2,28601.9,192753.2,15534.68,81158.5,0.97,0.0,0.0,0.1,0.23,35.5,22.51,1114.17,455.51,1114.34,1115.33,855.35,1616.52,821.25
10000,4,10,64,60,384000,6000,linear-miss,68043.5,1321.74,47182616.1,692390.22,47182.1,692.52,10000.0,0.0,4717.5,69.21,321778.0,50.18,1177736.0,19220.53,197808.2,16107.63,81158.3,0.59,0.0,0.0,0.0,0.0,23.8,21.98,1111.96,456.07,1112.13,1113.04,855.31,1599.92,845.41
10000,4,10,64,60,384000,6000,trie-global,14358.1,759.2,5609018.3,529084.42,5608.6,529.18,10000.0,0.0,560.3,52.87,38561.2,50.61,66238.9,5320.49,26142.1,6557.52,9223.2,0.74,0.0,0.0,0.1,0.23,7.4,14.25,44.08,17.34,44.09,44.07,14.48,-4.39,24.94
10000,4,10,64,60,384000,6000,trie-hit,200972.1,5772.45,175292739.8,5109014.5,175292.2,5108.92,10000.0,0.0,17528.8,510.92,422790.0,53.06,1249421.9,23121.03,265872.7,27454.23,106418.0,0.58,0.0,0.0,0.0,0.0,19.0,12.21,4402.67,1542.40,4403.33,4407.28,1155.20,1703.39,1170.73
10000,4,10,64,60,384000,6000,trie-miss,213389.1,17750.45,186292977.2,15886873.17,186292.4,15886.9,10000.0,0.0,18628.9,1588.7,422773.2,48.31,1280901.4,48246.99,296650.4,41912.82,106417.9,0.53,0.0,0.0,0.1,0.23,41.9,32.59,4685.23,1643.87,4685.93,4690.15,1155.15,1748.83,1317.83
10000,4,10,64,70,448000,7000,hybrid-global,15047.7,411.0,6098711.1,292376.66,6098.2,292.35,10000.0,0.0,609.5,29.12,41754.4,48.09,73287.7,5844.41,24190.4,6024.65,10045.4,0.5,0.0,0.0,0.0,0.0,1.7,1.88,62.59,23.09,62.60,62.71,16.83,10.25,0.29
10000,4,10,64,70,448000,7000,hybrid-hit,77718.4,5279.41,51588105.2,3584292.02,51587.5,3584.27,10000.0,0.0,5158.2,358.45,374751.2,48.93,1425384.6,73996.58,236502.1,23771.36,94585.2,0.74,0.0,0.0,0.2,0.45,39.2,37.81,1275.35,535.75,1275.52,1276.99,948.56,2044.21,880.51
10000,4,10,64,70,448000,7000,hybrid-miss,75573.7,1852.8,49875333.7,1133720.61,49874.9,1133.78,10000.0,0.0,4986.9,113.44,374688.4,56.83,1404941.6,41422.0,223260.1,18379.87,94585.1,0.79,0.0,0.0,0.0,0.0,20.7,16.05,1229.69,518.20,1229.86,1231.26,948.38,2013.46,825.61
10000,4,10,64,70,448000,7000,original-global,12224.7,651.01,3750897.8,268903.17,3750.4,268.83,10000.0,0.0,374.6,26.85,35739.6,78.24,66475.9,6827.55,24120.3,6204.08,8548.5,1.27,0.0,0.0,0.0,0.0,0.4,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,64,70,448000,7000,linear-global,13238.0,708.56,4621418.4,471568.25,4620.9,471.59,10000.0,0.0,461.7,47.2,38889.6,67.12,70223.0,2447.61,26877.6,4072.43,9321.6,0.37,0.0,0.0,0.0,0.0,0.3,0.35,23.21,8.29,23.21,23.25,8.81,5.64,11.43
10000,4,10,64,70,448000,7000,linear-hit,80579.9,7442.32,53132167.0,5526120.43,53131.7,5526.14,10000.0,0.0,5312.9,552.59,371759.6,87.42,1526666.5,69782.31,250511.5,26677.58,93861.8,1.3,0.0,0.0,0.0,0.0,12.7,8.9,1316.52,559.16,1316.69,1318.29,940.19,2196.57,938.59
10000,4,10,64,70,448000,7000,linear-miss,72215.0,1874.16,47301376.3,1167565.56,47300.8,1167.66,10000.0,0.0,4729.5,116.85,371744.8,89.39,1429023.9,31022.74,236357.5,22305.45,93862.2,1.21,0.0,0.0,0.0,0.0,13.7,11.33,1161.07,490.73,1161.22,1162.55,940.15,2049.69,879.91
10000,4,10,64,70,448000,7000,trie-global,14900.6,320.27,6018739.9,253484.73,6018.4,253.5,10000.0,0.0,601.5,25.24,41338.8,84.62,76779.9,10713.75,27176.0,6282.63,9937.2,1.16,0.0,0.0,0.0,0.0,0.7,0.48,60.46,21.89,60.47,60.57,15.67,15.50,12.67
10000,4,10,64,70,448000,7000,trie-hit,235315.5,12033.4,203213624.0,10802811.09,203213.1,10802.78,10000.0,0.0,20321.0,1080.24,489700.4,59.02,1503530.7,34253.94,314599.3,23604.22,123326.8,0.66,0.0,0.0,0.0,0.0,49.9,57.91,5317.73,1824.92,5318.44,5324.72,1270.19,2161.77,1204.29
10000,4,10,64,70,448000,7000,trie-miss,234100.4,15283.96,201932912.8,13424212.72,201932.5,13424.29,10000.0,0.0,20192.7,1342.45,489632.8,59.53,1553914.5,71111.06,309897.5,42438.47,123326.1,0.86,0.0,0.0,0.0,0.0,8.8,5.74,5283.59,1814.98,5284.29,5290.47,1270.00,2237.56,1184.80
10000,4,10,64,80,512000,8000,hybrid-global,16064.1,711.57,6633153.3,522526.71,6632.6,522.48,10000.0,0.0,662.7,52.4,44718.8,50.25,84530.7,5362.0,18871.6,4800.28,10775.8,0.81,0.0,0.0,0.0,0.0,1.1,0.98,52.02,20.25,52.03,52.10,18.00,13.86,-20.51
