repeat,case,project,routes,path_len,providers_per_rule,prefix_rules,origin_diversity_pct,generated_prefix_rules,distinct_origins,proto,wall_us,total_ns,total_us,calls,avg_ns,rss_kb,user_us,sys_us,minflt,majflt,nvcsw,nivcsw,log_file
6,trie-global,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,7721,1417262,1417,10000,141,21552,34524,11508,4876,0,0,0,
6,trie-hit,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,7978,1831908,1831,10000,183,21488,37843,7568,4892,0,0,0,
6,trie-miss,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,8085,1641559,1641,10000,164,21436,28605,16345,4891,0,0,0,
7,trie-global,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,7461,1402352,1402,10000,140,21312,28321,16189,4875,0,0,0,
7,trie-hit,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,7962,1881733,1881,10000,188,21444,31845,11941,4894,0,0,0,
7,trie-miss,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,7649,1584109,1584,10000,158,21508,36956,8212,4893,0,0,6,
8,trie-global,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,8891,1425323,1425,10000,142,21572,39567,7913,4877,0,0,4,
8,trie-hit,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,7933,1865945,1865,10000,186,21436,37565,7513,4892,0,0,7,
8,trie-miss,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,8083,1594614,1594,10000,159,21592,18719,29950,4896,0,0,2,
9,trie-global,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,7512,1428189,1428,10000,142,21336,44301,0,4876,0,0,7,
9,trie-hit,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,8022,1892738,1892,10000,189,21600,37522,7504,4893,0,0,7,
9,trie-miss,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,7785,1607630,1607,10000,160,21528,33807,11269,4894,0,0,6,
10,trie-global,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,7471,1414231,1414,10000,141,21380,27576,15758,4875,0,0,1,
10,trie-hit,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,7885,1841590,1841,10000,184,21592,36015,8003,4893,0,0,7,
10,trie-miss,bird-prefix-trie,10000,4,10,64,0,64,1,test_routes,7616,1574389,1574,10000,157,21600,39507,3951,4895,0,0,1,
1,hybrid-global,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8056,1355378,1355,10000,135,21296,38328,8519,4874,0,0,0,
1,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8106,1768673,1768,10000,176,21344,37324,8296,4891,0,0,0,
1,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8402,1545906,1545,10000,154,21352,30498,19061,4890,0,0,0,
2,hybrid-global,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7919,1278455,1278,10000,127,21576,34080,15146,4878,0,0,0,
2,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8118,1785710,1785,10000,178,21512,33700,12637,4892,0,0,0,
2,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8159,1503869,1503,10000,150,21400,24960,24960,4891,0,0,0,
3,hybrid-global,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7661,1276887,1276,10000,127,21320,36060,12020,4876,0,0,2,
3,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8204,1765304,1765,10000,176,21384,29680,18550,4891,0,0,1,
3,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,10358,1631846,1631,10000,163,21512,37026,12342,4890,0,0,59,
4,hybrid-global,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7437,1291346,1291,10000,129,21612,26276,18758,4877,0,0,38,
4,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8226,1763009,1763,10000,176,21548,40224,8044,4892,0,0,0,
4,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7899,1492821,1492,10000,149,21448,31945,15961,4891,0,0,0,
5,hybrid-global,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7789,1255723,1255,10000,125,21500,43249,3931,4876,0,0,0,
5,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8108,1789303,1789,10000,178,21320,29288,16736,4890,0,0,0,
5,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8078,1500638,1500,10000,150,21392,48577,0,4892,0,0,5,
6,hybrid-global,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7510,1349371,1349,10000,134,21448,32331,12124,4877,0,0,0,
6,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8196,1778224,1778,10000,177,21592,32217,16108,4894,0,0,7,
6,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8295,1544604,1544,10000,154,21388,35252,11750,4891,0,0,0,
7,hybrid-global,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7698,1287281,1287,10000,128,21592,24052,24052,4879,0,0,0,
7,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8520,1871396,1871,10000,187,21344,32710,16355,4891,0,0,0,
7,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7654,1464750,1464,10000,146,21256,32015,12015,4889,0,0,2,
8,hybrid-global,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7786,1353558,1353,10000,135,21504,31183,15591,4878,0,0,0,
8,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8112,1768251,1768,10000,176,21252,33538,12580,4890,0,0,0,
8,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8584,1465478,1465,10000,146,21500,28681,20475,4892,0,0,5,
9,hybrid-global,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7676,1282126,1282,10000,128,21424,33861,11287,4876,0,0,0,
9,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7965,1739738,1739,10000,173,21420,41669,3788,4890,0,0,5,
9,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7626,1478618,1478,10000,147,21364,45002,0,4890,0,0,0,
10,hybrid-global,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8520,1951181,1951,10000,195,21588,34230,11410,4877,0,1,110,
10,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,8243,1773655,1773,10000,177,21384,40704,8140,4892,0,0,13,
10,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,0,64,1,test_routes,7669,1479547,1479,10000,147,21384,40556,4055,4889,0,0,0,
1,linear-hit,linear,10000,4,10,64,10,64000,1000,test_routes,29074,21198314,21198,10000,2119,71624,167278,55759,17606,0,0,4,
1,linear-miss,linear,10000,4,10,64,10,64000,1000,test_routes,35902,27280696,27280,10000,2728,71428,192431,52116,17606,0,0,3,
1,linear-global,linear,10000,4,10,64,10,64000,1000,test_routes,8866,2479238,2479,10000,247,23620,32495,20309,5463,0,0,0,
2,linear-hit,linear,10000,4,10,64,10,64000,1000,test_routes,33836,25291099,25291,10000,2529,71544,191529,51863,17606,0,0,0,
2,linear-miss,linear,10000,4,10,64,10,64000,1000,test_routes,34567,26274255,26274,10000,2627,71624,201930,40388,17606,0,0,2,
2,linear-global,linear,10000,4,10,64,10,64000,1000,test_routes,9019,2469893,2469,10000,246,23720,41990,12597,5463,0,0,0,
3,linear-hit,linear,10000,4,10,64,10,64000,1000,test_routes,34808,26788024,26788,10000,2678,71492,173161,60405,17606,0,1,54,
3,linear-miss,linear,10000,4,10,64,10,64000,1000,test_routes,29984,21919807,21919,10000,2191,71536,196149,28605,17607,0,0,17,
3,linear-global,linear,10000,4,10,64,10,64000,1000,test_routes,8868,2404745,2404,10000,240,23804,39599,11879,5464,0,0,1,
4,linear-hit,linear,10000,4,10,64,10,64000,1000,test_routes,30283,21977417,21977,10000,2197,71500,191695,27956,17605,0,0,5,
4,linear-miss,linear,10000,4,10,64,10,64000,1000,test_routes,37191,28523533,28523,10000,2852,71536,162633,79333,17606,0,0,4,
4,linear-global,linear,10000,4,10,64,10,64000,1000,test_routes,8712,2444466,2444,10000,244,23828,24007,28008,5466,0,0,0,
5,linear-hit,linear,10000,4,10,64,10,64000,1000,test_routes,39051,30574598,30574,10000,3057,71500,177738,67150,17605,0,0,12,
5,linear-miss,linear,10000,4,10,64,10,64000,1000,test_routes,30235,21830146,21830,10000,2183,71484,177990,44497,17606,0,0,0,
5,linear-global,linear,10000,4,10,64,10,64000,1000,test_routes,9109,2432062,2432,10000,243,23708,55011,0,5462,0,0,1,
6,linear-hit,linear,10000,4,10,64,10,64000,1000,test_routes,31370,22873229,22873,10000,2287,71500,174233,47521,17605,0,0,3,
6,linear-miss,linear,10000,4,10,64,10,64000,1000,test_routes,36534,27901260,27901,10000,2790,71432,196244,48063,17605,0,0,2,
6,linear-global,linear,10000,4,10,64,10,64000,1000,test_routes,9238,2627296,2627,10000,262,23760,39535,15814,5466,0,0,0,
7,linear-hit,linear,10000,4,10,64,10,64000,1000,test_routes,30961,22538372,22538,10000,2253,71640,182994,39781,17608,0,0,2,
7,linear-miss,linear,10000,4,10,64,10,64000,1000,test_routes,31312,23398225,23398,10000,2339,71556,197914,24234,17606,0,0,1,
7,linear-global,linear,10000,4,10,64,10,64000,1000,test_routes,8635,2403728,2403,10000,240,23684,43543,7917,5464,0,0,4,
8,linear-hit,linear,10000,4,10,64,10,64000,1000,test_routes,27734,20037841,20037,10000,2003,71628,178793,39739,17607,0,0,4,
8,linear-miss,linear,10000,4,10,64,10,64000,1000,test_routes,35773,27197060,27197,10000,2719,71500,195722,47934,17606,0,0,3,
8,linear-global,linear,10000,4,10,64,10,64000,1000,test_routes,9477,2659590,2659,10000,265,23612,32341,20175,5464,0,0,0,
9,linear-hit,linear,10000,4,10,64,10,64000,1000,test_routes,28336,20659893,20659,10000,2065,71432,169052,48300,17605,0,0,1,
9,linear-miss,linear,10000,4,10,64,10,64000,1000,test_routes,30710,22290338,22290,10000,2229,71468,164979,60358,17606,0,0,1,
9,linear-global,linear,10000,4,10,64,10,64000,1000,test_routes,8574,2335110,2335,10000,233,23832,43822,7976,5465,0,0,0,
10,linear-hit,linear,10000,4,10,64,10,64000,1000,test_routes,37647,29085947,29085,10000,2908,71632,194228,52603,17607,0,1,2,
10,linear-miss,linear,10000,4,10,64,10,64000,1000,test_routes,35111,26450716,26450,10000,2645,71500,195698,47926,17606,0,0,6,
10,linear-global,linear,10000,4,10,64,10,64000,1000,test_routes,9326,2559887,2559,10000,255,23692,38694,17197,5463,0,0,6,
1,trie-hit,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,39927,31536642,31536,10000,3153,88388,176180,56061,21849,0,0,2,
1,trie-miss,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,35356,27764747,27764,10000,2776,88412,190938,43756,21848,0,0,1,
1,trie-global,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,9062,2594973,2594,10000,259,24196,35871,15942,5584,0,0,0,
2,trie-hit,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,39729,31322478,31322,10000,3132,88520,186300,47566,21847,0,1,11,
2,trie-miss,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,39537,31071972,31071,10000,3107,88524,162632,71403,21848,0,0,3,
2,trie-global,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,9321,2683425,2683,10000,268,24360,43985,7997,5586,0,0,0,
3,trie-hit,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,38899,30608092,30608,10000,3060,88328,175895,55966,21848,0,0,10,
3,trie-miss,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,38127,29813796,29813,10000,2981,88488,195792,35963,21846,0,0,3,
3,trie-global,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,9421,2736486,2736,10000,273,24152,32379,20237,5584,0,0,0,
4,trie-hit,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,37943,30032766,30032,10000,3003,88396,166496,59462,21846,0,0,0,
4,trie-miss,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,37294,29228574,29228,10000,2922,88428,180107,48016,21848,0,1,1,
4,trie-global,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,9439,2778516,2778,10000,277,24176,32605,20378,5585,0,0,0,
5,trie-hit,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,46134,37532138,37532,10000,3753,88396,183961,55988,21848,0,0,4,
5,trie-miss,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,37595,29381937,29381,10000,2938,88412,191826,39965,21847,0,0,1,
5,trie-global,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,9303,2731422,2731,10000,273,24324,24274,28309,5586,0,0,1,
6,trie-hit,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,39104,30825183,30825,10000,3082,88500,168975,60348,21849,0,0,0,
6,trie-miss,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,37607,29396439,29396,10000,2939,88520,192054,36010,21848,0,0,0,
6,trie-global,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,10432,3129304,3129,10000,312,24388,40108,20054,5586,0,0,1,
7,trie-hit,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,40126,31883410,31883,10000,3188,88376,198923,39784,21848,0,0,7,
7,trie-miss,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,39566,31477863,31477,10000,3147,88576,169187,60424,21849,0,0,2,
7,trie-global,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,9369,2769084,2769,10000,276,24336,44620,8112,5585,0,1,0,
8,trie-hit,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,41793,33137216,33137,10000,3313,88416,176964,56314,21848,0,0,3,
8,trie-miss,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,36476,28575159,28575,10000,2857,88496,151075,95416,21848,0,0,2,
8,trie-global,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,9057,2611704,2611,10000,261,24324,46351,4213,5586,0,2,1,
9,trie-hit,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,39361,31124561,31124,10000,3112,88520,172433,60137,21848,0,1,2,
9,trie-miss,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,37682,29650077,29650,10000,2965,88460,186665,39716,21849,0,0,0,
9,trie-global,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,9420,2747460,2747,10000,274,24128,40199,12059,5584,0,0,0,
10,trie-hit,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,39625,31349594,31349,10000,3134,88396,182205,52639,21849,0,1,1,
10,trie-miss,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,36300,28434168,28434,10000,2843,88516,154393,71258,21849,0,0,10,
10,trie-global,bird-prefix-trie,10000,4,10,64,10,64000,1000,test_routes,9631,2790362,2790,10000,279,24132,42974,12892,5585,0,0,0,
1,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,29571,21284770,21284,10000,2128,71948,178083,40473,17742,0,0,0,
1,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,30345,21682687,21682,10000,2168,72044,191459,31911,17743,0,0,1,
1,hybrid-global,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,9159,2614302,2614,10000,261,24344,44113,8020,5601,0,0,0,
2,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,31461,23112553,23112,10000,2311,72012,179806,55953,17742,0,0,6,
2,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,30390,22163881,22163,10000,2216,72060,181490,43399,17741,0,0,8,
2,hybrid-global,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,9934,3007612,3007,10000,300,24200,42823,11679,5599,0,0,0,
3,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,31574,22784302,22784,10000,2278,72052,172846,52256,17743,0,1,0,
3,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,39991,28061815,28061,10000,2806,71952,197029,64322,17742,0,0,3,
3,hybrid-global,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,9682,2850016,2850,10000,285,24200,31552,23664,5599,0,1,6,
4,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,33044,24510145,24510,10000,2451,72052,192253,40052,17741,0,0,188,
4,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,39409,29504510,29504,10000,2950,71992,211861,47968,17742,0,0,1,
4,hybrid-global,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,10412,3104809,3104,10000,310,24264,38960,15588,5601,0,0,1,
5,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,33570,25090624,25090,10000,2509,72076,187183,51774,17743,0,0,22,
5,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,34553,26016564,26016,10000,2601,72064,189231,48314,17744,0,0,4,
5,hybrid-global,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,9857,2898880,2898,10000,289,24328,42002,12600,5601,0,0,0,
6,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,31596,22963504,22963,10000,2296,71972,172612,48178,17741,0,0,0,
6,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,28382,20246454,20246,10000,2024,72152,182341,36468,17742,0,0,0,
6,hybrid-global,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,10585,2994907,2994,10000,299,24216,35064,23376,5601,0,0,4,
7,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,31234,21963230,21963,10000,2196,72140,193028,40216,17741,0,0,1,
7,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,29365,21141796,21141,10000,2114,72108,188406,32069,17740,0,0,0,
7,hybrid-global,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,9365,2688792,2688,10000,268,24240,44266,8048,5600,0,0,0,
8,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,29294,21057677,21057,10000,2105,71952,178182,40497,17741,0,0,0,
8,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,30938,22349377,22349,10000,2234,71996,196329,24041,17743,0,0,0,
8,hybrid-global,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,9311,2693032,2693,10000,269,24328,43853,7973,5602,0,0,0,
9,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,30035,21684373,21684,10000,2168,72120,178400,40545,17742,0,0,3,
9,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,29435,21195296,21195,10000,2119,72132,226111,36344,17743,0,0,6,
9,hybrid-global,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,9360,2707550,2707,10000,270,24132,48063,4005,5599,0,0,2,
10,hybrid-hit,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,29581,21308967,21308,10000,2130,72080,193905,24238,17743,0,0,2,
10,hybrid-miss,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,34313,25783794,25783,10000,2578,71824,198031,31687,17742,0,0,12,
10,hybrid-global,bird-prefix-hybrid,10000,4,10,64,10,64000,1000,test_routes,10497,2969565,2969,10000,296,24364,37975,15190,5602,0,1,12,
1,original-global,bird,10000,4,10,64,10,64000,1000,test_routes,9031,2419091,2419,10000,241,23440,30751,23063,5353,0,0,55,
2,original-global,bird,10000,4,10,64,10,64000,1000,test_routes,8629,2241338,2241,10000,224,23360,35392,15730,5353,0,0,1,
