routes,path_len,providers_per_rule,prefix_rules,origin_diversity_pct,generated_prefix_rules,distinct_origins,case,wall_us_mean,wall_us_ci95,total_ns_mean,total_ns_ci95,total_us_mean,total_us_ci95,calls_mean,calls_ci95,avg_ns_mean,avg_ns_ci95,rss_kb_mean,rss_kb_ci95,user_us_mean,user_us_ci95,sys_us_mean,sys_us_ci95,minflt_mean,minflt_ci95,majflt_mean,majflt_ci95,nvcsw_mean,nvcsw_ci95,nivcsw_mean,nivcsw_ci95,delta_total_ns_pct_vs_original,delta_wall_pct_vs_original,delta_total_pct_vs_original,delta_avg_ns_pct_vs_original,delta_rss_pct_vs_original,delta_user_pct_vs_original,delta_sys_pct_vs_original
10000,4,10,4,0,4,1,linear-hit,7562.8,69.95,1611965.6,13310.64,1611.6,13.3,10000.0,0.0,160.7,1.26,21125.6,66.11,33319.2,4571.09,10830.9,4599.11,4834.8,0.81,0.0,0.0,0.0,0.0,1.1,0.86,16.62,4.42,16.63,16.79,-0.13,14.87,-20.94
10000,4,10,4,0,4,1,linear-miss,7602.4,99.86,1614297.7,21573.6,1613.8,21.53,10000.0,0.0,161.0,2.24,21135.2,81.26,31511.0,3414.53,12385.1,3505.49,4835.1,0.79,0.0,0.0,0.0,0.0,0.3,0.48,16.79,4.96,16.79,17.01,-0.09,8.64,-9.59
10000,4,10,4,0,4,1,trie-global,7491.5,44.54,1420891.2,13410.15,1420.4,13.47,10000.0,0.0,141.6,1.44,21387.6,67.36,31422.5,4851.22,12674.8,4745.69,4875.2,0.94,0.0,0.0,0.0,0.0,1.1,0.79,2.80,3.43,2.79,2.91,1.11,8.33,-7.48
10000,4,10,4,0,4,1,trie-hit,7961.2,78.87,1838505.3,10210.4,1838.0,10.17,10000.0,0.0,183.5,1.13,21458.0,53.45,29303.7,3330.33,15369.3,3183.27,4879.1,0.86,0.0,0.0,0.0,0.0,0.7,0.59,33.01,9.92,33.01,33.36,1.44,1.03,12.19
10000,4,10,4,0,4,1,trie-miss,7655.6,49.95,1584306.5,16122.26,1583.8,16.24,10000.0,0.0,158.0,1.47,21442.4,71.16,31535.3,3759.26,12387.6,3675.75,4878.7,0.59,0.0,0.0,0.0,0.0,0.2,0.45,14.62,5.70,14.62,14.83,1.37,8.72,-9.57
10000,4,10,4,50,20000,5000,hybrid-global,13583.9,341.36,4800380.2,182613.5,4799.9,182.57,10000.0,0.0,479.5,18.18,35977.6,54.43,57283.4,8395.15,25617.8,8913.6,8539.7,0.59,0.0,0.0,0.0,0.0,0.9,0.92,45.16,19.00,45.17,45.22,13.77,-4.87,56.42
10000,4,10,4,50,20000,5000,hybrid-hit,16351.2,394.75,7973192.0,316450.72,7972.6,316.4,10000.0,0.0,796.8,31.63,50852.4,47.66,101156.2,4596.27,30366.9,4869.22,12324.3,1.01,0.0,0.0,0.0,0.0,0.7,0.59,141.10,43.25,141.12,141.31,60.81,67.99,85.42
10000,4,10,4,50,20000,5000,hybrid-miss,16515.9,507.1,8091451.6,460297.09,8091.0,460.35,10000.0,0.0,808.6,46.04,50757.6,65.71,104694.0,7998.85,27571.6,7787.69,12323.8,0.81,0.0,0.0,0.0,0.0,0.3,0.35,144.67,44.69,144.70,144.88,60.51,73.86,68.35
10000,4,10,4,50,20000,5000,original-global,11414.8,233.98,3307053.8,137971.29,3306.5,137.89,10000.0,0.0,330.2,13.79,31622.0,62.78,60216.4,4833.04,16377.7,4169.3,7460.6,0.77,0.0,0.0,0.0,0.0,1.3,1.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,4,50,20000,5000,linear-global,12095.7,355.6,3921192.9,258060.34,3920.5,258.09,10000.0,0.0,391.7,25.77,33754.0,73.46,63830.5,5039.22,16509.3,4448.95,8010.2,0.74,0.0,0.0,0.0,0.0,5.0,7.64,18.57,5.97,18.57,18.63,6.74,6.00,0.80
10000,4,10,4,50,20000,5000,linear-hit,15961.8,1395.81,7628710.2,973803.9,7628.4,973.83,10000.0,0.0,762.4,97.38,48594.8,80.95,104571.5,9254.1,31430.9,8547.04,11795.0,1.17,0.0,0.0,0.0,0.0,6.0,7.29,130.68,39.83,130.71,130.89,53.67,73.66,91.91
10000,4,10,4,50,20000,5000,linear-miss,15822.4,648.6,7531080.4,527335.54,7530.7,527.24,10000.0,0.0,752.7,52.75,48619.6,80.84,106770.1,5367.32,26480.1,5073.11,11794.8,0.94,0.0,0.0,0.0,0.0,2.3,2.19,127.73,38.61,127.75,127.95,53.75,77.31,61.68
10000,4,10,4,50,20000,5000,trie-global,13464.4,340.63,5105407.6,243654.47,5105.0,243.57,10000.0,0.0,509.9,24.27,35619.6,69.9,60064.3,4552.61,22060.3,4758.42,8461.3,0.9,0.0,0.0,0.0,0.0,0.3,0.48,54.38,17.96,54.39,54.42,12.64,-0.25,34.70
10000,4,10,4,50,20000,5000,trie-hit,53766.8,837.81,43880168.1,729644.41,43879.6,729.59,10000.0,0.0,4387.5,73.05,92291.6,53.35,116227.1,10737.58,53917.1,10733.41,22695.3,0.59,0.0,0.0,0.0,0.0,0.7,0.48,1226.87,371.03,1227.07,1228.74,191.86,93.02,229.21
10000,4,10,4,50,20000,5000,trie-miss,52655.6,548.79,42844733.0,434232.07,42844.2,434.19,10000.0,0.0,4284.0,43.54,92278.8,38.06,120590.9,4368.46,48429.8,4541.95,22695.2,0.88,0.0,0.0,0.0,0.0,0.7,0.35,1195.56,361.29,1195.76,1197.40,191.82,100.26,195.71
10000,4,10,8,0,8,1,hybrid-global,8054.9,1369.22,1396339.1,306458.14,1395.9,306.45,10000.0,0.0,139.1,30.64,21481.2,53.72,29743.3,5492.73,14680.6,5037.86,4875.5,0.84,0.0,0.0,0.0,0.0,0.7,0.68,0.84,8.34,0.84,0.80,1.59,-10.63,31.04
10000,4,10,8,0,8,1,hybrid-hit,8748.8,1536.92,2050692.5,456334.08,2050.2,456.24,10000.0,0.0,204.6,45.6,21485.2,61.53,35246.8,7885.29,12656.2,2930.14,4876.5,0.51,0.0,0.0,0.0,0.0,0.9,1.14,48.10,17.67,48.10,48.26,1.61,5.91,12.97
10000,4,10,8,0,8,1,hybrid-miss,8040.6,71.85,1841905.9,12322.73,1841.4,12.35,10000.0,0.0,183.7,1.12,21426.4,57.95,33311.5,5152.77,13037.6,3129.7,4876.1,0.53,0.0,0.0,0.0,0.0,0.1,0.23,33.02,8.15,33.02,33.12,1.33,0.10,16.37
10000,4,10,8,0,8,1,original-global,7435.0,108.29,1384710.5,7962.38,1384.3,7.88,10000.0,0.0,138.0,0.75,21144.8,86.74,33279.4,3036.92,11203.5,3798.98,4834.6,1.02,0.0,0.0,0.0,0.0,0.4,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,8,0,8,1,linear-global,7308.8,52.0,1346818.9,6165.76,1346.3,6.14,10000.0,0.0,134.2,0.56,21177.6,79.17,32140.1,5356.17,11654.3,5296.42,4835.6,0.84,0.0,0.0,0.0,0.0,0.1,0.23,-2.74,-1.70,-2.75,-2.75,0.16,-3.42,4.02
10000,4,10,8,0,8,1,linear-hit,7825.9,42.39,1877582.3,13302.22,1877.1,13.28,10000.0,0.0,187.2,1.25,21169.6,71.5,35547.5,2994.98,8715.1,2958.83,4837.0,0.75,0.0,0.0,0.0,0.0,1.3,1.39,35.59,5.26,35.60,35.65,0.12,6.82,-22.21
10000,4,10,8,0,8,1,linear-miss,7855.0,65.39,1877070.9,9432.36,1876.7,9.47,10000.0,0.0,187.3,0.9,21193.2,58.5,33860.7,3794.52,10625.7,3626.78,4837.2,0.81,0.0,0.0,0.0,0.0,0.3,0.35,35.56,5.65,35.57,35.72,0.23,1.75,-5.16
10000,4,10,8,0,8,1,trie-global,7586.3,142.65,1427301.9,9177.39,1426.8,9.1,10000.0,0.0,142.2,0.81,21378.0,50.67,31088.7,4386.2,13961.4,4133.66,4873.8,0.66,0.0,0.0,0.0,0.0,0.4,0.37,3.08,2.03,3.07,3.04,1.10,-6.58,24.62
10000,4,10,8,0,8,1,trie-hit,8230.1,166.3,1854251.2,30175.29,1853.7,30.24,10000.0,0.0,185.0,3.07,21490.8,60.43,32661.5,2698.14,13975.9,2101.66,4878.5,0.84,0.0,0.0,0.0,0.0,0.4,0.69,33.91,10.69,33.91,34.06,1.64,-1.86,24.75
10000,4,10,8,0,8,1,trie-miss,7848.7,152.68,1589686.9,11775.56,1589.2,11.8,10000.0,0.0,158.3,1.17,21418.4,48.07,33900.8,3352.83,12022.3,3901.71,4878.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,14.80,5.56,14.80,14.71,1.29,1.87,7.31
10000,4,10,8,50,40000,5000,hybrid-global,13265.2,226.17,4681945.7,142414.68,4681.5,142.46,10000.0,0.0,467.6,14.22,36036.0,67.24,63640.3,5896.74,17529.5,5860.72,8539.7,1.07,0.0,0.0,0.0,0.0,0.4,0.5,36.94,12.60,36.94,37.01,13.90,10.53,-20.83
10000,4,10,8,50,40000,5000,hybrid-hit,20601.3,1198.76,11397271.8,846003.39,11396.7,845.97,10000.0,0.0,1139.3,84.62,65617.2,43.35,149712.0,6509.34,37460.9,8778.73,16097.2,0.56,0.0,0.0,0.0,0.0,4.0,3.2,233.36,74.87,233.36,233.81,107.39,160.02,69.18
10000,4,10,8,50,40000,5000,hybrid-miss,21405.8,1645.74,12159910.5,1338687.45,12159.4,1338.63,10000.0,0.0,1215.5,133.9,65612.0,67.43,149899.1,7261.1,35648.0,6751.58,16097.5,1.13,0.0,0.0,0.0,0.0,2.6,2.48,255.67,81.70,255.67,256.14,107.38,160.34,60.99
10000,4,10,8,50,40000,5000,original-global,11780.6,486.89,3418915.3,200016.64,3418.7,200.01,10000.0,0.0,341.3,19.95,31638.8,85.66,57577.3,6320.1,22142.5,5980.94,7458.4,1.18,0.0,0.0,0.0,0.0,0.8,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,8,50,40000,5000,linear-global,11987.3,530.37,3726272.2,238921.67,3725.8,239.0,10000.0,0.0,372.1,23.9,33800.0,78.42,59776.0,4619.44,21754.7,3258.81,8011.8,0.94,0.0,0.0,0.0,0.0,0.4,0.37,8.99,1.75,8.98,9.02,6.83,3.82,-1.75
10000,4,10,8,50,40000,5000,linear-hit,18270.0,1521.43,9710738.0,1265292.38,9710.3,1265.39,10000.0,0.0,970.6,126.4,63442.4,70.06,142024.2,7189.23,37495.9,5404.56,15569.5,1.03,0.0,0.0,0.0,0.0,0.9,0.63,184.03,55.09,184.03,184.38,100.52,146.67,69.34
10000,4,10,8,50,40000,5000,linear-miss,19073.2,2298.41,10165346.7,1815038.44,10164.9,1815.08,10000.0,0.0,1016.2,181.42,63472.4,56.27,144105.1,13299.87,45368.8,9160.61,15569.4,0.84,0.0,0.0,0.0,0.0,0.2,0.3,197.33,61.90,197.33,197.74,100.62,150.28,104.89
10000,4,10,8,50,40000,5000,trie-global,15383.4,1464.47,6219826.1,856041.17,6219.2,856.15,10000.0,0.0,621.5,85.61,35628.8,76.38,64772.8,5830.64,24710.5,6130.56,8461.6,0.97,0.0,0.0,0.1,0.23,0.8,0.66,81.92,30.58,81.92,82.10,12.61,12.50,11.60
10000,4,10,8,50,40000,5000,trie-hit,81528.8,5832.67,67497629.8,4945196.75,67497.1,4945.12,10000.0,0.0,6749.2,494.51,107114.8,46.24,196358.0,13731.59,80174.1,7868.99,26468.1,0.79,0.0,0.0,0.0,0.0,4.0,5.88,1874.24,592.06,1874.35,1877.50,238.56,241.03,262.08
10000,4,10,8,50,40000,5000,trie-miss,80883.6,4047.19,66622223.7,3497986.68,66621.8,3497.96,10000.0,0.0,6661.6,349.73,107168.8,62.71,190986.9,9428.44,80416.2,10965.28,26469.1,0.71,0.0,0.0,0.0,0.0,0.5,0.51,1848.64,586.58,1848.75,1851.83,238.73,231.71,263.18
10000,4,10,16,0,16,1,hybrid-global,7485.8,65.01,1262718.5,8198.63,1262.1,8.27,10000.0,0.0,125.7,0.76,21446.4,50.81,33539.7,5794.83,10452.8,5609.26,4874.2,0.74,0.0,0.0,0.0,0.0,0.2,0.3,-8.58,1.80,-8.60,-8.71,1.61,4.86,-12.65
10000,4,10,16,0,16,1,hybrid-hit,7957.2,80.1,1749599.7,56732.22,1749.1,56.71,10000.0,0.0,174.5,5.57,21424.0,54.57,35687.8,5016.68,8633.5,5347.49,4879.0,1.01,0.0,0.0,0.0,0.0,0.6,0.97,26.67,8.21,26.67,26.72,1.50,11.58,-27.85
10000,4,10,16,0,16,1,hybrid-miss,7727.0,164.17,1457289.6,10018.15,1456.9,10.06,10000.0,0.0,145.2,1.06,21435.2,53.44,33818.2,5072.28,11171.2,3271.78,4879.4,0.6,0.0,0.0,0.0,0.0,0.7,1.12,5.50,5.08,5.51,5.45,1.55,5.74,-6.65
10000,4,10,16,0,16,1,original-global,7353.5,49.86,1381268.2,9711.09,1380.8,9.84,10000.0,0.0,137.7,1.01,21107.6,85.12,31983.8,2276.3,11966.8,2268.85,4833.1,0.79,0.0,0.0,0.0,0.0,0.3,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,16,0,16,1,linear-global,7333.5,33.8,1345570.4,5523.82,1345.1,5.44,10000.0,0.0,134.1,0.53,21158.0,71.09,32040.9,4404.9,11891.6,4265.29,4836.9,0.98,0.0,0.0,0.0,0.0,1.0,1.12,-2.58,-0.27,-2.59,-2.61,0.24,0.18,-0.63
10000,4,10,16,0,16,1,linear-hit,8577.6,140.05,2503721.0,12586.53,2503.2,12.6,10000.0,0.0,249.9,1.19,21110.4,61.03,30945.4,5400.5,14698.7,6242.28,4839.4,0.9,0.0,0.0,0.0,0.0,0.8,0.66,81.26,16.65,81.29,81.48,0.01,-3.25,22.83
10000,4,10,16,0,16,1,linear-miss,8606.1,115.59,2492241.5,20582.67,2491.7,20.45,10000.0,0.0,248.7,2.02,21103.6,50.62,32855.8,5803.08,13084.7,5455.86,4839.3,0.68,0.0,0.0,0.0,0.0,0.3,0.35,80.43,17.03,80.45,80.61,-0.02,2.73,9.34
10000,4,10,16,0,16,1,trie-global,7540.3,50.44,1413630.3,10709.37,1413.2,10.74,10000.0,0.0,140.8,1.21,21418.8,76.73,34183.6,3443.13,10041.2,3370.26,4873.7,1.12,0.0,0.0,0.0,0.0,0.1,0.23,2.34,2.54,2.35,2.25,1.47,6.88,-16.09
10000,4,10,16,0,16,1,trie-hit,8167.9,148.14,1838956.1,13842.39,1838.5,13.81,10000.0,0.0,183.4,1.31,21424.4,62.07,34203.4,3380.48,12016.6,3474.48,4879.1,0.63,0.0,0.0,0.0,0.0,0.7,0.59,33.14,11.07,33.15,33.19,1.50,6.94,0.42
10000,4,10,16,0,16,1,trie-miss,7713.2,93.04,1584560.8,8090.69,1584.1,8.05,10000.0,0.0,158.0,0.83,21424.8,59.73,30811.4,2662.97,13320.5,2648.81,4878.6,0.9,0.0,0.0,0.0,0.0,0.3,0.35,14.72,4.89,14.72,14.74,1.50,-3.67,11.31
10000,4,10,16,50,80000,5000,hybrid-global,13581.8,262.77,4840846.8,187023.96,4840.4,187.11,10000.0,0.0,483.7,18.63,35988.4,83.87,58947.0,6853.97,23484.9,6627.48,8539.6,1.02,0.0,0.0,0.0,0.0,1.3,2.0,44.57,15.58,44.58,44.69,13.77,-0.50,10.01
10000,4,10,16,50,80000,5000,hybrid-hit,28881.0,816.92,18675728.6,697786.25,18675.1,697.77,10000.0,0.0,1867.0,69.89,95529.2,50.22,243445.4,5110.17,53316.3,5779.13,23676.3,0.59,0.0,0.0,0.0,0.0,3.0,2.88,457.74,145.78,457.82,458.48,202.00,310.93,149.76
10000,4,10,16,50,80000,5000,hybrid-miss,29107.9,1387.18,18813110.3,1152356.81,18812.6,1152.31,10000.0,0.0,1880.9,115.18,95520.0,48.74,239525.6,12475.57,56196.3,11275.3,23676.1,0.71,0.0,0.0,0.0,0.0,1.8,0.88,461.84,147.71,461.92,462.64,201.97,304.32,163.25
10000,4,10,16,50,80000,5000,original-global,11750.9,301.72,3348477.2,100418.89,3347.9,100.39,10000.0,0.0,334.3,10.0,31632.0,80.23,59242.1,7190.71,21347.0,8035.81,7461.8,0.74,0.0,0.0,0.0,0.0,0.9,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,16,50,80000,5000,linear-global,12101.5,171.85,3855602.4,118635.63,3854.9,118.63,10000.0,0.0,385.0,11.79,33846.8,78.51,58064.5,6206.9,22986.8,6000.82,8011.7,0.96,0.0,0.0,0.0,0.0,1.0,1.12,15.14,2.98,15.14,15.17,7.00,-1.99,7.68
10000,4,10,16,50,80000,5000,linear-hit,26310.0,1404.82,16472010.7,1186995.14,16471.4,1186.99,10000.0,0.0,1646.8,118.73,93268.0,61.16,235713.6,7082.83,56440.1,6727.08,23147.1,0.71,0.0,0.0,0.0,0.0,0.8,0.45,391.93,123.90,391.99,392.61,194.85,297.88,164.39
10000,4,10,16,50,80000,5000,linear-miss,26308.4,1085.23,16436608.1,948320.9,16436.0,948.34,10000.0,0.0,1643.2,94.93,93304.4,72.45,245002.9,10164.72,47490.7,8701.89,23147.4,1.02,0.0,0.0,0.0,0.0,1.8,2.18,390.87,123.88,390.93,391.53,194.97,313.56,122.47
10000,4,10,16,50,80000,5000,trie-global,14835.7,859.02,5755459.3,413173.9,5754.9,413.14,10000.0,0.0,575.1,41.22,35637.6,52.85,63477.8,5399.01,26379.8,6419.4,8460.6,0.9,0.0,0.0,0.1,0.23,0.5,0.51,71.88,26.25,71.90,72.03,12.66,7.15,23.58
10000,4,10,16,50,80000,5000,trie-hit,91729.5,5720.97,77107812.3,4933025.4,77107.3,4932.99,10000.0,0.0,7710.1,493.32,136967.2,87.97,299328.0,21130.05,88854.1,13759.53,34046.1,0.92,0.0,0.0,0.0,0.0,3.6,2.03,2202.77,680.62,2203.15,2206.34,333.00,405.26,316.24
10000,4,10,16,50,80000,5000,trie-miss,86511.0,5920.49,72501252.7,5078130.48,72500.7,5078.09,10000.0,0.0,7249.7,507.93,136981.6,61.49,275858.3,13659.15,102679.0,13448.24,34046.1,0.71,0.0,0.0,0.1,0.23,5.6,5.26,2065.20,636.21,2065.56,2068.62,333.05,365.65,381.00
10000,4,10,24,0,24,1,hybrid-global,7707.7,134.6,1283850.7,11002.67,1283.4,10.97,10000.0,0.0,127.9,1.04,21428.0,48.97,33676.6,4679.82,12832.3,3806.02,4875.0,0.75,0.0,0.0,0.0,0.0,0.2,0.3,-8.95,3.31,-8.95,-8.84,1.42,9.25,-5.22
10000,4,10,24,0,24,1,hybrid-hit,8349.9,665.66,1784648.3,109473.67,1784.1,109.39,10000.0,0.0,177.9,10.92,21459.2,52.46,31442.1,4954.41,15302.5,3701.58,4881.5,0.77,0.0,0.0,0.0,0.0,1.7,1.94,26.56,11.91,26.57,26.80,1.57,2.00,13.03
10000,4,10,24,0,24,1,hybrid-miss,7950.3,427.26,1500393.7,51343.5,1499.9,51.35,10000.0,0.0,149.6,5.17,21449.6,72.47,34677.1,5159.19,11717.1,5626.63,4883.0,0.95,0.0,0.0,0.0,0.0,1.4,1.62,6.41,6.56,6.41,6.63,1.52,12.50,-13.46
